Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Figure,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,panel,Platform,ReleaseDate,replicate,Sample Name,sample_type,section,SRA Study,strain,Also_present_in
SRR19211659,AMPLICON,246,22524606,PRJNA838025,SAMN28402300,"Microbe\, viral or environmental",11720757,GLADSTONE INSTITUTES,2020-06/2020-07,part_1_hr9,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275874,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_13,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_1_hr9_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211660,AMPLICON,246,30663516,PRJNA838025,SAMN28402299,"Microbe\, viral or environmental",15684026,GLADSTONE INSTITUTES,2020-06/2020-07,part_1_hr7.5,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX15275873,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_12,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_1_hr7.5_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211661,AMPLICON,246,39213622,PRJNA838025,SAMN28402298,"Microbe\, viral or environmental",20103735,GLADSTONE INSTITUTES,2020-06/2020-07,part_1_hr6,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15275872,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_11,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_1_hr6_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211663,AMPLICON,246,28415089,PRJNA838025,SAMN28402296,"Microbe\, viral or environmental",14638490,GLADSTONE INSTITUTES,2020-06/2020-07,part_1_hr3,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275870,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_09,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_1_hr3_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211664,AMPLICON,246,24407319,PRJNA838025,SAMN28402295,"Microbe\, viral or environmental",12502468,GLADSTONE INSTITUTES,2020-06/2020-07,part_1_hr1.5,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX15275869,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_08,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_ghi_part_1_hr1.5_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211665,AMPLICON,246,37604786,PRJNA838025,SAMN28402577,"Microbe\, viral or environmental",18581315,GLADSTONE INSTITUTES,2022-01/2022-02,day9_PCR4,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15275868,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_36,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day9_PCR4_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211666,AMPLICON,246,35220603,PRJNA838025,SAMN28402576,"Microbe\, viral or environmental",17421266,GLADSTONE INSTITUTES,2022-01/2022-02,day9_PCR3,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275867,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_35,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day9_PCR3_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211667,AMPLICON,246,42460228,PRJNA838025,SAMN28402575,"Microbe\, viral or environmental",20974867,GLADSTONE INSTITUTES,2022-01/2022-02,day9_PCR2,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX15275866,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_34,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day9_PCR2_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211668,AMPLICON,246,38513907,PRJNA838025,SAMN28402574,"Microbe\, viral or environmental",18906043,GLADSTONE INSTITUTES,2022-01/2022-02,day9_PCR1,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275865,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_33,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day9_PCR1_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211669,AMPLICON,246,45288239,PRJNA838025,SAMN28402573,"Microbe\, viral or environmental",22329774,GLADSTONE INSTITUTES,2022-01/2022-02,day5_PCR4,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275864,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_24,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day5_PCR4_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211671,AMPLICON,246,35940577,PRJNA838025,SAMN28402572,"Microbe\, viral or environmental",17546099,GLADSTONE INSTITUTES,2022-01/2022-02,day5_PCR3,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275862,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_23,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day5_PCR3_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211672,AMPLICON,246,41060747,PRJNA838025,SAMN28402571,"Microbe\, viral or environmental",20149247,GLADSTONE INSTITUTES,2022-01/2022-02,day5_PCR2,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275861,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_22,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day5_PCR2_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211674,AMPLICON,246,34365317,PRJNA838025,SAMN28402569,"Microbe\, viral or environmental",16865782,GLADSTONE INSTITUTES,2022-01/2022-02,day2_PCR4,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275859,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_12,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day2_PCR4_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211675,AMPLICON,246,33487695,PRJNA838025,SAMN28402568,"Microbe\, viral or environmental",16470227,GLADSTONE INSTITUTES,2022-01/2022-02,day2_PCR3,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15275858,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_11,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day2_PCR3_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211676,AMPLICON,246,31710641,PRJNA838025,SAMN28402567,"Microbe\, viral or environmental",15683587,GLADSTONE INSTITUTES,2022-01/2022-02,day2_PCR2,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275857,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_10,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day2_PCR2_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211677,AMPLICON,246,35735106,PRJNA838025,SAMN28402566,"Microbe\, viral or environmental",17721750,GLADSTONE INSTITUTES,2022-01/2022-02,day2_PCR1,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275856,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_09,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day2_PCR1_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211678,AMPLICON,246,42301482,PRJNA838025,SAMN28402565,"Microbe\, viral or environmental",21222728,GLADSTONE INSTITUTES,2022-01/2022-02,day0_PCR4,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX15275855,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_57,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day0_PCR4_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211679,AMPLICON,246,41753743,PRJNA838025,SAMN28402564,"Microbe\, viral or environmental",21005242,GLADSTONE INSTITUTES,2022-01/2022-02,day0_PCR3,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275854,7,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_30_56,SINGLE,PCR,GENOMIC,Escherichia coli,abcd,ILLUMINA,2022-07-31T00:00:00Z,3,ED_7_abcd_day0_PCR3_rep3,Cell Culture,ED,SRP375182,bSLS.114,
SRR19211681,AMPLICON,246,21665957,PRJNA838025,SAMN28402293,"Microbe\, viral or environmental",11121850,GLADSTONE INSTITUTES,2020-06/2020-07,part_1_hr7.5,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275852,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_7_SBK_05,SINGLE,PCR,GENOMIC,Escherichia coli,ghi,ILLUMINA,2022-07-31T00:00:00Z,2,Main_1_ghi_part_1_hr7.5_rep2,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211682,AMPLICON,241,33732459,PRJNA838025,SAMN28402447,"Microbe\, viral or environmental",18576800,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR1,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275851,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_107,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_bcde_BA_24hr_PCR1_rep4,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211683,AMPLICON,241,61401652,PRJNA838025,SAMN28402446,"Microbe\, viral or environmental",34438335,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR2,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX15275850,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_186,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_bcde_BA_24hr_PCR2_rep2,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211684,AMPLICON,241,55427758,PRJNA838025,SAMN28402445,"Microbe\, viral or environmental",31030568,GLADSTONE INSTITUTES,2021-05,BA_24hr_PCR1,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275849,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_16_182,SINGLE,PCR,GENOMIC,Escherichia coli,bcde,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_bcde_BA_24hr_PCR1_rep2,Cell Culture,Main,SRP375182,bSLS.114,
SRR19211685,AMPLICON,246,61000238,PRJNA838025,SAMN28402444,"Microbe\, viral or environmental",34447900,GLADSTONE INSTITUTES,2021-05,BA_PCR5,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX15275848,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_18_174,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_l_BA_PCR5_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR5_rep6||ED_6b_PCR5_rep6
SRR19211686,AMPLICON,246,13623090,PRJNA838025,SAMN28402443,"Microbe\, viral or environmental",7334762,GLADSTONE INSTITUTES,2021-05,BA_PCR4,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX15275847,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_46,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_l_BA_PCR4_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR4_rep6||ED_6b_PCR4_rep6
SRR19211687,AMPLICON,246,27727904,PRJNA838025,SAMN28402281,"Microbe\, viral or environmental",17283008,GLADSTONE INSTITUTES,2019-12/2020-02,v35_long_a1a2,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX15275846,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_4_18,SINGLE,PCR,GENOMIC,Escherichia coli,f,ILLUMINA,2022-07-31T00:00:00Z,5,Main_1_f_v35_long_a1a2_rep5,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211688,AMPLICON,246,18841740,PRJNA838025,SAMN28402442,"Microbe\, viral or environmental",10144811,GLADSTONE INSTITUTES,2021-05,BA_PCR3,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275845,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_34,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_l_BA_PCR3_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR3_rep6||ED_6b_PCR3_rep6
SRR19211689,AMPLICON,246,23466189,PRJNA838025,SAMN28402441,"Microbe\, viral or environmental",12585604,GLADSTONE INSTITUTES,2021-05,BA_PCR2,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX15275844,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_22,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_l_BA_PCR2_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR2_rep6||ED_6b_PCR2_rep6
SRR19211690,AMPLICON,246,10919197,PRJNA838025,SAMN28402440,"Microbe\, viral or environmental",5907360,GLADSTONE INSTITUTES,2021-05,BA_PCR1,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275843,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_10,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,6,Main_4_l_BA_PCR1_rep6,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR1_rep6||ED_6b_PCR1_rep6
SRR19211691,AMPLICON,246,83581276,PRJNA838025,SAMN28402439,"Microbe\, viral or environmental",46420767,GLADSTONE INSTITUTES,2021-05,BA_PCR5,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275842,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_18_170,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_l_BA_PCR5_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR5_rep5||ED_6b_PCR5_rep5
SRR19211692,AMPLICON,246,16999434,PRJNA838025,SAMN28402438,"Microbe\, viral or environmental",8936264,GLADSTONE INSTITUTES,2021-05,BA_PCR4,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX15275841,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_42,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_l_BA_PCR4_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR4_rep5||ED_6b_PCR4_rep5
SRR19211693,AMPLICON,246,13551639,PRJNA838025,SAMN28402437,"Microbe\, viral or environmental",7116272,GLADSTONE INSTITUTES,2021-05,BA_PCR3,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15275840,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_30,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_l_BA_PCR3_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR3_rep5||ED_6b_PCR3_rep5
SRR19211694,AMPLICON,246,14702023,PRJNA838025,SAMN28402436,"Microbe\, viral or environmental",7771401,GLADSTONE INSTITUTES,2021-05,BA_PCR2,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275839,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_18,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_l_BA_PCR2_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR2_rep5||ED_6b_PCR2_rep5
SRR19211695,AMPLICON,246,16777602,PRJNA838025,SAMN28402435,"Microbe\, viral or environmental",8825376,GLADSTONE INSTITUTES,2021-05,BA_PCR1,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX15275838,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_06,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,5,Main_4_l_BA_PCR1_rep5,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR1_rep5||ED_6b_PCR1_rep5
SRR19211697,AMPLICON,246,19835952,PRJNA838025,SAMN28402433,"Microbe\, viral or environmental",10537980,GLADSTONE INSTITUTES,2021-05,BA_PCR4,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15275836,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_38,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_l_BA_PCR4_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR4_rep4||ED_6b_PCR4_rep4
SRR19211698,AMPLICON,246,1733438,PRJNA838025,SAMN28402280,"Microbe\, viral or environmental",1155308,GLADSTONE INSTITUTES,2019-09/2019-12,v35_long_a1a2,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX15275835,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_3_69,SINGLE,PCR,GENOMIC,Escherichia coli,f,ILLUMINA,2022-07-31T00:00:00Z,4,Main_1_f_v35_long_a1a2_rep4,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211699,AMPLICON,246,23994221,PRJNA838025,SAMN28402432,"Microbe\, viral or environmental",12677452,GLADSTONE INSTITUTES,2021-05,BA_PCR3,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX15275834,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_26,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_l_BA_PCR3_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR3_rep4||ED_6b_PCR3_rep4
SRR19211700,AMPLICON,246,18861731,PRJNA838025,SAMN28402431,"Microbe\, viral or environmental",9890778,GLADSTONE INSTITUTES,2021-05,BA_PCR2,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX15275833,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_14,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_l_BA_PCR2_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR2_rep4||ED_6b_PCR2_rep4
SRR19211701,AMPLICON,246,17842848,PRJNA838025,SAMN28402430,"Microbe\, viral or environmental",9593886,GLADSTONE INSTITUTES,2021-05,BA_PCR1,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275832,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_17_02,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,4,Main_4_l_BA_PCR1_rep4,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR1_rep4||ED_6b_PCR1_rep4
SRR19211702,AMPLICON,246,79983824,PRJNA838025,SAMN28402429,"Microbe\, viral or environmental",49501056,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR4,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX15275831,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_46,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,3,Main_4_l_BA_PCR4_rep3,Cell Culture,Main,SRP375182,bSLS.114,ED_6b_PCR4_rep3
SRR19211703,AMPLICON,246,44908913,PRJNA838025,SAMN28402428,"Microbe\, viral or environmental",27927911,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR3,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX15275830,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_34,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,3,Main_4_l_BA_PCR3_rep3,Cell Culture,Main,SRP375182,bSLS.114,ED_6b_PCR3_rep3
SRR19211704,AMPLICON,246,75423470,PRJNA838025,SAMN28402427,"Microbe\, viral or environmental",46249679,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR2,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX15275829,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_22,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,3,Main_4_l_BA_PCR2_rep3,Cell Culture,Main,SRP375182,bSLS.114,ED_6b_PCR2_rep3
SRR19211705,AMPLICON,246,35580796,PRJNA838025,SAMN28402426,"Microbe\, viral or environmental",21929315,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR1,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15275828,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_10,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,3,Main_4_l_BA_PCR1_rep3,Cell Culture,Main,SRP375182,bSLS.114,ED_6b_PCR1_rep3
SRR19211706,AMPLICON,246,78204078,PRJNA838025,SAMN28402425,"Microbe\, viral or environmental",47940193,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR4,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX15275827,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_42,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_l_BA_PCR4_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR4_rep2||ED_6b_PCR4_rep2
SRR19211707,AMPLICON,246,66927028,PRJNA838025,SAMN28402424,"Microbe\, viral or environmental",41593795,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR3,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX15275826,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_30,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_l_BA_PCR3_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR3_rep2||ED_6b_PCR3_rep2
SRR19211708,AMPLICON,246,59412588,PRJNA838025,SAMN28402423,"Microbe\, viral or environmental",36486561,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR2,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX15275825,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_18,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_l_BA_PCR2_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR2_rep2||ED_6b_PCR2_rep2
SRR19211709,AMPLICON,246,4998354,PRJNA838025,SAMN28402279,"Microbe\, viral or environmental",2757762,GLADSTONE INSTITUTES,2019-09/2019-12,v35_long_a1a2,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX15275824,1,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_3_51,SINGLE,PCR,GENOMIC,Escherichia coli,f,ILLUMINA,2022-07-31T00:00:00Z,3,Main_1_f_v35_long_a1a2_rep3,Cell Culture,Main,SRP375182,BL21-AI,
SRR19211710,AMPLICON,246,59112499,PRJNA838025,SAMN28402422,"Microbe\, viral or environmental",36556008,GLADSTONE INSTITUTES,2021-04/2021-05,BA_PCR1,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX15275823,4,USA,North America,USA: San Francisco,Illumina MiSeq,Liquid Culture,msSBK_15_06,SINGLE,PCR,GENOMIC,Escherichia coli,l,ILLUMINA,2022-07-31T00:00:00Z,2,Main_4_l_BA_PCR1_rep2,Cell Culture,Main,SRP375182,bSLS.114,Main_4bcde_BA_48hr_PCR1_rep2||ED_6b_PCR1_rep2
